date,resolution_ms,source,target,lag_ms,n_impulses,response_return,response_signed_notional,p_return,p_flow,q_return,q_flow,significant
2024-03-05,250,ETHUSDT,ETHUSDT,500,338,2.082703304670612e-05,-1465.0477005917207,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,ETHUSDT,1000,338,2.640998998635268e-05,-3571.2308186390687,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,ETHUSDT,2000,338,3.122516114399126e-05,-863.2019884615486,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,ETHUSDT,5000,338,1.4375583933449656e-05,14028.935546745552,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,10,338,2.59713327990162e-05,1475.369343786983,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,25,338,2.59713327990162e-05,1475.369343786983,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,50,338,2.59713327990162e-05,1475.369343786983,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,100,338,2.59713327990162e-05,1475.369343786983,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,250,338,2.59713327990162e-05,1475.369343786983,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,500,338,3.7931030380562554e-05,3056.6711073964525,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,1000,338,4.774840624820403e-05,2592.8689434911253,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,2000,338,4.354577367191634e-05,3777.591996745566,0.01,0.01,0.01,0.01,True
2024-03-05,250,ETHUSDT,SOLUSDT,5000,338,-8.003407822769654e-06,-761.987165088756,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,10,221,8.982523766061958e-06,4070.6385122171932,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,25,221,8.982523766061958e-06,4070.6385122171932,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,50,221,8.982523766061958e-06,4070.6385122171932,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,100,221,8.982523766061958e-06,4070.6385122171932,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,250,221,8.982523766061958e-06,4070.6385122171932,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,500,221,1.594166220268807e-05,-12785.884516289661,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,1000,221,3.2297998244791135e-05,11756.270416289577,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,2000,221,3.0764224048916036e-05,20475.494563348442,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,BTCUSDT,5000,221,3.517592933686152e-05,58720.13191855156,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,10,221,1.726071940512907e-05,459.5970592760157,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,25,221,1.726071940512907e-05,459.5970592760157,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,50,221,1.726071940512907e-05,459.5970592760157,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,100,221,1.726071940512907e-05,459.5970592760157,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,250,221,1.726071940512907e-05,459.5970592760157,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,500,221,2.627349548350037e-05,-1737.9564438914126,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,1000,221,3.7007692965933916e-05,6072.23920361989,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,2000,221,3.484885748063033e-05,-397.6389674208447,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,ETHUSDT,5000,221,5.5904246273852025e-05,585.7578873302939,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,10,221,2.686404093736561e-05,11398.200523076914,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,25,221,2.686404093736561e-05,11398.200523076914,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,50,221,2.686404093736561e-05,11398.200523076914,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,100,221,2.686404093736561e-05,11398.200523076914,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,250,221,2.686404093736561e-05,11398.200523076914,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,500,221,3.80932154095597e-05,11733.999104977363,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,1000,221,4.878122373892583e-05,11036.465344343884,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,2000,221,7.089167765481237e-05,20176.469838914032,0.01,0.01,0.01,0.01,True
2024-03-05,250,SOLUSDT,SOLUSDT,5000,221,3.8231652370961356e-05,20395.05385429864,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,10,258,9.670821923416876e-06,19113.991376744212,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,25,258,9.670821923416876e-06,19113.991376744212,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,50,258,9.670821923416876e-06,19113.991376744212,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,100,258,9.670821923416876e-06,19113.991376744212,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,250,258,9.670821923416876e-06,19113.991376744212,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,500,258,9.670821923416876e-06,19113.991376744212,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,1000,258,1.0987022917207093e-05,56489.97302170539,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,2000,258,7.382132831432122e-06,79952.66181705426,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,BTCUSDT,5000,258,-4.282867072244047e-06,138153.30956240333,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,10,258,2.665897225513238e-05,3637.5834151162726,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,25,258,2.665897225513238e-05,3637.5834151162726,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,50,258,2.665897225513238e-05,3637.5834151162726,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,100,258,2.665897225513238e-05,3637.5834151162726,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,250,258,2.665897225513238e-05,3637.5834151162726,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,500,258,2.665897225513238e-05,3637.5834151162726,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,1000,258,3.844984698046492e-05,14644.267198837202,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,2000,258,2.904036460725523e-05,12128.690010465114,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,ETHUSDT,5000,258,2.1385018396488417e-05,20170.548026744218,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,10,258,3.069714786298356e-05,652.6424701550328,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,25,258,3.069714786298356e-05,652.6424701550328,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,50,258,3.069714786298356e-05,652.6424701550328,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,100,258,3.069714786298356e-05,652.6424701550328,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,250,258,3.069714786298356e-05,652.6424701550328,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,500,258,3.069714786298356e-05,652.6424701550328,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,1000,258,3.4682397544543716e-05,-61.22415038760388,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,2000,258,2.6503154462758116e-05,477.1491585271181,0.01,0.01,0.01,0.01,True
2024-03-05,500,BTCUSDT,SOLUSDT,5000,258,1.9446106600870732e-05,-14524.912940310118,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,10,254,1.4426043182632028e-05,43362.10919999991,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,25,254,1.4426043182632028e-05,43362.10919999991,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,50,254,1.4426043182632028e-05,43362.10919999991,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,100,254,1.4426043182632028e-05,43362.10919999991,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,250,254,1.4426043182632028e-05,43362.10919999991,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,500,254,1.4426043182632028e-05,43362.10919999991,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,1000,254,1.623963332469553e-05,48808.19511692918,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,2000,254,9.451168606571614e-06,104530.37576496073,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,BTCUSDT,5000,254,-2.1897700856367635e-05,124565.93866850398,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,10,254,1.0661168268060201e-05,-1971.0103720472562,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,25,254,1.0661168268060201e-05,-1971.0103720472562,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,50,254,1.0661168268060201e-05,-1971.0103720472562,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,100,254,1.0661168268060201e-05,-1971.0103720472562,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,250,254,1.0661168268060201e-05,-1971.0103720472562,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,500,254,1.0661168268060201e-05,-1971.0103720472562,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,1000,254,1.1978726876256887e-05,-4929.4298000000235,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,2000,254,1.4106267300959314e-05,2223.609728740132,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,ETHUSDT,5000,254,-1.190399430272754e-05,9896.072614173201,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,10,254,3.4929395676153514e-05,2252.9927291338568,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,25,254,3.4929395676153514e-05,2252.9927291338568,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,50,254,3.4929395676153514e-05,2252.9927291338568,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,100,254,3.4929395676153514e-05,2252.9927291338568,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,250,254,3.4929395676153514e-05,2252.9927291338568,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,500,254,3.4929395676153514e-05,2252.9927291338568,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,1000,254,2.8686127296054265e-05,282.6067590551179,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,2000,254,1.72090072815451e-05,871.4587185039342,0.01,0.01,0.01,0.01,True
2024-03-05,500,ETHUSDT,SOLUSDT,5000,254,-5.645907916241018e-05,-6547.096057086613,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,10,130,1.5588809509873377e-05,-23423.996866153757,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,25,130,1.5588809509873377e-05,-23423.996866153757,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,50,130,1.5588809509873377e-05,-23423.996866153757,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,100,130,1.5588809509873377e-05,-23423.996866153757,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,250,130,1.5588809509873377e-05,-23423.996866153757,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,500,130,1.5588809509873377e-05,-23423.996866153757,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,1000,130,1.8066376451454966e-05,-23255.923874615255,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,2000,130,2.178944358285789e-05,5632.705310000099,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,BTCUSDT,5000,130,2.1845044610557805e-06,7995.969144615287,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,10,130,1.307314043019075e-05,-839.802600769233,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,25,130,1.307314043019075e-05,-839.802600769233,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,50,130,1.307314043019075e-05,-839.802600769233,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,100,130,1.307314043019075e-05,-839.802600769233,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,250,130,1.307314043019075e-05,-839.802600769233,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,500,130,1.307314043019075e-05,-839.802600769233,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,1000,130,3.059443992015076e-05,23798.186481538472,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,2000,130,3.124903892697262e-05,22214.30568384614,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,ETHUSDT,5000,130,4.3683855959974186e-05,26400.275010769197,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,10,130,1.4900661173719789e-05,1536.9153246153867,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,25,130,1.4900661173719789e-05,1536.9153246153867,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,50,130,1.4900661173719789e-05,1536.9153246153867,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,100,130,1.4900661173719789e-05,1536.9153246153867,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,250,130,1.4900661173719789e-05,1536.9153246153867,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,500,130,1.4900661173719789e-05,1536.9153246153867,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,1000,130,1.3926701224311098e-05,-2425.408177692307,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,2000,130,5.043915294290576e-05,14382.770255384637,0.01,0.01,0.01,0.01,True
2024-03-05,500,SOLUSDT,SOLUSDT,5000,130,-1.1500518548125991e-05,13560.153633846185,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,10,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,25,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,50,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,100,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,250,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,500,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,1000,187,-1.3152334794502216e-06,55552.618456149714,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,2000,187,-7.2156650025813315e-06,108771.48124973263,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,BTCUSDT,5000,187,-2.7949342140526623e-05,125467.39909572207,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,10,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,25,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,50,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,100,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,250,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,500,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,1000,187,3.121032713822429e-05,16506.708807486633,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,2000,187,2.4591067954738816e-05,20847.203085026747,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,ETHUSDT,5000,187,7.331448727625074e-06,25986.25907272728,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,10,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,25,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,50,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,100,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,250,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,500,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,1000,187,2.7074821608153838e-05,-207.97614759358765,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,2000,187,2.445908638363598e-05,808.3972245989291,0.01,0.01,0.01,0.01,True
2024-03-05,1000,BTCUSDT,SOLUSDT,5000,187,6.110521638056923e-07,-27442.61310588239,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,10,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,25,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,50,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,100,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,250,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,500,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,1000,179,1.6165532577225663e-05,52812.84153687151,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,2000,179,2.0838589719583898e-05,99554.597847486,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,BTCUSDT,5000,179,1.0015635448599167e-06,114314.86966648027,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,10,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,25,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,50,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,100,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,250,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,500,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,1000,179,1.1682600828771414e-05,-6924.426624022348,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,2000,179,1.0476512902569996e-05,-1536.2703860335055,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,ETHUSDT,5000,179,8.798163487349783e-06,13614.977489944167,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,10,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,25,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,50,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,100,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,250,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,500,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,1000,179,2.925587636263042e-05,903.9924776536336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,2000,179,8.295783376122693e-06,622.1406234636934,0.01,0.01,0.01,0.01,True
2024-03-05,1000,ETHUSDT,SOLUSDT,5000,179,-4.115622013915115e-05,-5203.7393893854605,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,10,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,25,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,50,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,100,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,250,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,500,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,1000,90,1.6477609039849344e-05,14066.246869999817,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,2000,90,2.941040581334104e-05,64006.592059999806,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,BTCUSDT,5000,90,2.7306173865997922e-05,115191.98654666598,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,10,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,25,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,50,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,100,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,250,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,500,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,1000,90,3.7211210266797754e-05,31577.539272222224,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,2000,90,4.7406420949336335e-05,33643.02888777776,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,ETHUSDT,5000,90,7.386740899312609e-05,46918.024491111064,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,10,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,25,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,50,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,100,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,250,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,500,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,1000,90,3.657566309867022e-05,7934.432467777773,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,2000,90,7.61607429627177e-05,22498.95732333336,0.01,0.01,0.01,0.01,True
2024-03-05,1000,SOLUSDT,SOLUSDT,5000,90,0.00013040760333764308,41981.81475333336,0.01,0.01,0.01,0.01,True
