idx,timestamp_us,kind,direction,score
10166,1704068216800000,imbalance_change,1,8.75184349143791
10184,1704068218600000,signed_liquidity_delta,1,8.321327606473817
10204,1704068220600000,imbalance_change,-1,32.74044708150575
10226,1704068222800000,imbalance_change,1,11.417529802103141
10251,1704068225300000,imbalance_change,1,29.394124592687
10278,1704068228000000,imbalance_change,1,73.99934796892585
10295,1704068229700000,imbalance_change,-1,16.416609963910737
10305,1704068230700000,signed_liquidity_delta,1,9.355755430172263
10319,1704068232100000,signed_liquidity_delta,1,9.103799485216967
10330,1704068233200000,imbalance_change,-1,11.821976477119488
10349,1704068235100000,signed_liquidity_delta,-1,8.102235480425735
10360,1704068236200000,signed_liquidity_delta,1,6.428267307834557
10376,1704068237800000,imbalance_change,1,51.49780710902553
10405,1704068240700000,imbalance_change,-1,37.90268202457679
10416,1704068241800000,imbalance_change,1,6.106674131489948
10428,1704068243000000,signed_liquidity_delta,-1,6.007297437070743
10439,1704068244100000,imbalance_change,1,63.181464156677976
10449,1704068245100000,imbalance_change,1,9.846898629744558
10463,1704068246500000,imbalance_change,1,22.452884827104008
10497,1704068249900000,imbalance_change,-1,19.089311307812594
10511,1704068251300000,imbalance_change,1,21.71112051626924
10522,1704068252400000,signed_liquidity_delta,-1,11.618664103497451
10538,1704068254000000,imbalance_change,-1,12.278004393833175
10555,1704068255700000,signed_liquidity_delta,1,6.375059220080023
10573,1704068257500000,removed_liquidity,-1,9.020102672708315
10587,1704068258900000,signed_liquidity_delta,1,83.74535694228352
10609,1704068261100000,imbalance_change,-1,8.646291705886842
10631,1704068263300000,signed_liquidity_delta,1,6.367756149211753
10656,1704068265800000,signed_liquidity_delta,-1,7.975475036069345
10681,1704068268300000,signed_liquidity_delta,1,7.129883759107582
10704,1704068270600000,imbalance_change,1,7.9666249717094475
10718,1704068272000000,imbalance_change,1,8.487857149937494
10739,1704068274100000,imbalance_change,-1,7.258686501622326
10749,1704068275100000,imbalance_change,-1,10.746353969216136
10782,1704068278400000,imbalance_change,1,7.317553419023209
10826,1704068282800000,imbalance_change,-1,28.281142287071972
10837,1704068283900000,imbalance_change,-1,10.557675117031684
10853,1704068285500000,signed_liquidity_delta,-1,42.15488999540845
10871,1704068287300000,signed_liquidity_delta,-1,13.27541789475628
10886,1704068288800000,imbalance_change,1,19.886080619248823
10903,1704068290500000,signed_liquidity_delta,1,11.483035644515304
10916,1704068291800000,signed_trade_notional,1,8.038064113442795
10934,1704068293600000,imbalance_change,-1,64.98332190413353
10962,1704068296400000,imbalance_change,1,47.11488569505662
10983,1704068298500000,imbalance_change,-1,25.80466981966772
11023,1704068302500000,imbalance_change,1,9.82348344436608
11052,1704068305400000,imbalance_change,1,9.162985566477847
11076,1704068307800000,imbalance_change,1,19.930626306138503
11103,1704068310500000,imbalance_change,1,8.802477129311717
11119,1704068312100000,imbalance_change,1,14.77470471990372
11143,1704068314500000,imbalance_change,-1,30.85389646908762
11153,1704068315500000,imbalance_change,1,55.99860989432704
11169,1704068317100000,imbalance_change,-1,30.10084294740062
11193,1704068319500000,imbalance_change,1,15.661161555801936
11208,1704068321000000,imbalance_change,1,38.624508347100004
11220,1704068322200000,imbalance_change,1,7.609645095338024
11238,1704068324000000,imbalance_change,-1,31.248195138796135
11253,1704068325500000,imbalance_change,1,15.44115828467744
11267,1704068326900000,signed_liquidity_delta,-1,21.998414398984917
11286,1704068328800000,signed_liquidity_delta,1,37.28687161378774
11297,1704068329900000,imbalance_change,-1,14.634909773405552
11309,1704068331100000,imbalance_change,1,53.71088724301245
11328,1704068333000000,imbalance_change,-1,15.03283201977497
11338,1704068334000000,signed_liquidity_delta,-1,9.006251324333654
11349,1704068335100000,imbalance_change,1,94.68743297342627
11371,1704068337300000,imbalance_change,-1,31.288640257382408
11388,1704068339000000,signed_liquidity_delta,-1,20.37191618703749
11409,1704068341100000,signed_liquidity_delta,-1,25.521102797086577
11429,1704068343100000,signed_liquidity_delta,1,18.436602406946097
11464,1704068346600000,signed_liquidity_delta,-1,29.763665323631933
11501,1704068350300000,signed_liquidity_delta,1,46.95613744337642
11516,1704068351800000,signed_liquidity_delta,1,7.222215440799273
11543,1704068354500000,imbalance_change,-1,7.299474726433657
11556,1704068355800000,imbalance_change,1,38.61292554716576
11585,1704068358700000,imbalance_change,1,13.533447744963263
11601,1704068360300000,signed_liquidity_delta,-1,8.304113225141469
11644,1704068364600000,signed_liquidity_delta,1,9.246209367148222
11660,1704068366200000,removed_liquidity,1,6.380136168079679
11688,1704068369000000,imbalance_change,-1,9.304580640214548
11707,1704068370900000,removed_liquidity,-1,7.470613754398587
11736,1704068373800000,signed_liquidity_delta,1,7.891489721084247
11755,1704068375700000,signed_liquidity_delta,-1,55.80172120860815
11785,1704068378700000,imbalance_change,1,11.087268522941281
11798,1704068380000000,imbalance_change,-1,21.452313651438846
11821,1704068382300000,signed_liquidity_delta,-1,9.585802162522748
11835,1704068383700000,imbalance_change,-1,11.783600317559284
11845,1704068384700000,imbalance_change,1,8.203159851223171
11859,1704068386100000,removed_liquidity,-1,6.531034225124791
11876,1704068387800000,imbalance_change,-1,10.443595052880635
11894,1704068389600000,imbalance_change,1,20.23425920144984
11906,1704068390800000,removed_liquidity,1,6.449517866967025
11924,1704068392600000,signed_liquidity_delta,-1,8.30463487306063
11941,1704068394300000,imbalance_change,-1,19.794492282424393
11980,1704068398200000,signed_liquidity_delta,1,8.773596352387358
11991,1704068399300000,imbalance_change,-1,20.307944049426208
12019,1704068402100000,imbalance_change,1,28.706977149649614
12030,1704068403200000,imbalance_change,1,10.461211816704933
12062,1704068406400000,imbalance_change,1,29.712829159744658
12077,1704068407900000,imbalance_change,-1,15.34087231266741
12124,1704068412600000,signed_liquidity_delta,1,11.729775110278979
12160,1704068416200000,signed_liquidity_delta,1,8.701608939542988
12175,1704068417700000,imbalance_change,1,8.862703646940076
12203,1704068420500000,imbalance_change,1,9.725109841004743
12238,1704068424000000,removed_liquidity,-1,6.1061070096141234
12268,1704068427000000,imbalance_change,-1,25.394291652226585
12286,1704068428800000,imbalance_change,1,6.970661177678862
12310,1704068431200000,imbalance_change,1,9.591417161960852
12332,1704068433400000,removed_liquidity,-1,6.12113257300485
12420,1704068442200000,imbalance_change,1,6.417887960664721
12435,1704068443700000,signed_liquidity_delta,-1,8.35210483370438
12471,1704068447300000,imbalance_change,-1,12.067344990850163
12492,1704068449400000,signed_liquidity_delta,-1,39.936843043131205
12504,1704068450600000,imbalance_change,1,21.61760662860045
12528,1704068453000000,signed_liquidity_delta,1,13.14604921080408
12549,1704068455100000,imbalance_change,1,9.499493618601495
12582,1704068458400000,signed_liquidity_delta,1,9.169527123031392
12601,1704068460300000,signed_liquidity_delta,1,7.606669957221741
12634,1704068463600000,imbalance_change,-1,14.377833372409265
12652,1704068465400000,signed_liquidity_delta,1,6.203958702594854
12662,1704068466400000,signed_liquidity_delta,-1,19.020326428488488
12686,1704068468800000,imbalance_change,-1,18.01377186964188
12706,1704068470800000,imbalance_change,1,13.194935814625637
12730,1704068473200000,imbalance_change,1,6.146232385919977
12741,1704068474300000,imbalance_change,-1,6.417919285055131
12764,1704068476600000,imbalance_change,-1,8.985635263243243
12774,1704068477600000,signed_liquidity_delta,1,23.6984649675342
12820,1704068482200000,signed_liquidity_delta,-1,8.901400092582072
12839,1704068484100000,imbalance_change,1,6.881167728466059
12855,1704068485700000,signed_liquidity_delta,1,27.545618371354685
12877,1704068487900000,imbalance_change,-1,9.597171640447831
12901,1704068490300000,imbalance_change,-1,10.435001118600459
12919,1704068492100000,removed_liquidity,1,7.905213007151266
12965,1704068496700000,imbalance_change,1,22.591047884165956
12976,1704068497800000,imbalance_change,1,8.890179180763527
12990,1704068499200000,imbalance_change,-1,11.81904706151595
13001,1704068500300000,imbalance_change,1,8.821416022289936
13020,1704068502200000,imbalance_change,-1,32.15832153847389
13047,1704068504900000,imbalance_change,1,20.20909233823422
13057,1704068505900000,imbalance_change,-1,10.564946302503024
13079,1704068508100000,imbalance_change,-1,10.244934310158113
13109,1704068511100000,imbalance_change,1,46.79539225372315
13120,1704068512200000,imbalance_change,1,9.676924855053313
13143,1704068514500000,imbalance_change,1,10.99620053196511
13156,1704068515800000,imbalance_change,1,22.754011527232976
13174,1704068517600000,signed_liquidity_delta,-1,8.06624177400355
13226,1704068522800000,imbalance_change,-1,9.11028946156602
13285,1704068528700000,imbalance_change,1,11.829485110193946
13295,1704068529700000,imbalance_change,1,9.95998504879301
13318,1704068532000000,removed_liquidity,1,7.784259006364634
13341,1704068534300000,imbalance_change,-1,11.587510278805471
13412,1704068541400000,removed_liquidity,0,7.266037675169027
13422,1704068542400000,signed_liquidity_delta,1,29.652554316850406
13439,1704068544100000,imbalance_change,1,9.431044525488895
13450,1704068545200000,imbalance_change,1,6.299203719162218
13494,1704068549600000,imbalance_change,-1,12.148930853570388
13524,1704068552600000,imbalance_change,-1,8.340444801149683
13536,1704068553800000,imbalance_change,1,17.184374259977723
13601,1704068560300000,removed_liquidity,-1,8.15818496276521
13621,1704068562300000,signed_liquidity_delta,1,7.725605682790699
13699,1704068570100000,signed_liquidity_delta,1,8.091802522042494
13715,1704068571700000,removed_liquidity,1,7.225457946961768
13738,1704068574000000,imbalance_change,1,21.593503708069335
13791,1704068579300000,imbalance_change,-1,40.307827741932655
13807,1704068580900000,imbalance_change,1,8.973648237446556
13820,1704068582200000,removed_liquidity,1,7.264966969939284
13891,1704068589300000,imbalance_change,1,7.591037238097828
13918,1704068592000000,signed_liquidity_delta,-1,80.34942898853825
13928,1704068593000000,imbalance_change,-1,7.597695784185987
13962,1704068596400000,signed_liquidity_delta,-1,8.094932409557467
14058,1704068606000000,imbalance_change,-1,24.554494824437235
14081,1704068608300000,signed_liquidity_delta,-1,30.91494228122269
14092,1704068609400000,imbalance_change,1,55.080889807607356
14110,1704068611200000,removed_liquidity,1,8.179491996837095
14145,1704068614700000,imbalance_change,-1,8.034337218994473
14166,1704068616800000,signed_liquidity_delta,-1,11.236296178751632
14177,1704068617900000,imbalance_change,-1,7.54153485812265
14197,1704068619900000,signed_liquidity_delta,-1,7.880013466862681
14287,1704068628900000,imbalance_change,-1,16.213540120989414
14299,1704068630100000,removed_liquidity,1,7.813596329659592
14311,1704068631300000,imbalance_change,1,12.527114024189075
14347,1704068634900000,signed_liquidity_delta,1,39.60559661446327
14405,1704068640700000,removed_liquidity,-1,7.629327959620823
14488,1704068649000000,removed_liquidity,-1,10.88534256326925
14504,1704068650600000,imbalance_change,-1,19.65587795882704
14519,1704068652100000,imbalance_change,-1,14.381643834572106
14584,1704068658600000,signed_liquidity_delta,1,18.52893408863779
14609,1704068661100000,signed_liquidity_delta,-1,31.923287708963027
14632,1704068663400000,imbalance_change,-1,9.276968252332066
14643,1704068664500000,imbalance_change,-1,22.164590759817788
14663,1704068666500000,imbalance_change,1,10.390347099870658
14674,1704068667600000,signed_liquidity_delta,-1,7.738646880769752
14699,1704068670100000,imbalance_change,1,8.51665044725161
14725,1704068672700000,imbalance_change,-1,37.02296228074838
14765,1704068676700000,signed_liquidity_delta,-1,10.90296315840705
14823,1704068682500000,signed_liquidity_delta,1,31.289485487181075
14840,1704068684200000,removed_liquidity,-1,10.854827464221573
14874,1704068687600000,imbalance_change,-1,21.686679920343284
14890,1704068689200000,imbalance_change,-1,12.275505187869895
14917,1704068691900000,imbalance_change,1,71.80244912047368
14938,1704068694000000,imbalance_change,1,8.810976513232134
14959,1704068696100000,signed_liquidity_delta,1,51.54455254032625
14976,1704068697800000,signed_liquidity_delta,-1,27.924856408585534
14994,1704068699600000,signed_liquidity_delta,1,31.65568232643287
15005,1704068700700000,signed_liquidity_delta,1,10.01824828750813
15025,1704068702700000,removed_liquidity,-1,12.139745120261809
15047,1704068704900000,imbalance_change,-1,11.754938731376113
15080,1704068708200000,imbalance_change,1,13.500774108693673
15109,1704068711100000,imbalance_change,-1,8.375644016756496
15129,1704068713100000,imbalance_change,-1,20.959341902517455
15154,1704068715600000,imbalance_change,1,18.367994760098835
15174,1704068717600000,imbalance_change,-1,11.911991746112077
15237,1704068723900000,imbalance_change,1,26.016171225538425
15309,1704068731100000,signed_liquidity_delta,1,62.876831936203715
15344,1704068734600000,imbalance_change,-1,13.371043243853071
15362,1704068736400000,imbalance_change,1,56.569054513746124
15383,1704068738500000,signed_liquidity_delta,1,28.765231206355676
15425,1704068742700000,signed_liquidity_delta,-1,100.22890953988671
15462,1704068746400000,imbalance_change,1,31.971622909377853
15475,1704068747700000,signed_liquidity_delta,1,6.159096981546914
15496,1704068749800000,imbalance_change,-1,16.482995985322397
15518,1704068752000000,imbalance_change,1,11.555197602951797
15528,1704068753000000,signed_liquidity_delta,-1,6.360974726262646
15547,1704068754900000,removed_liquidity,-1,8.16896339541129
15560,1704068756200000,signed_liquidity_delta,1,32.827303552870944
15580,1704068758200000,signed_liquidity_delta,1,15.895655392707509
15594,1704068759600000,signed_liquidity_delta,-1,34.87164174806722
15606,1704068760800000,imbalance_change,-1,18.096047451517418
15630,1704068763200000,imbalance_change,1,76.052604574677
15648,1704068765000000,imbalance_change,-1,23.53137507806299
15658,1704068766000000,imbalance_change,1,21.457281191218122
15675,1704068767700000,imbalance_change,-1,9.647758427188416
15685,1704068768700000,removed_liquidity,1,7.548061432683331
15714,1704068771600000,signed_liquidity_delta,1,37.536740967066386
15727,1704068772900000,signed_liquidity_delta,-1,20.433992289417777
15737,1704068773900000,imbalance_change,-1,8.468480468944138
15751,1704068775300000,imbalance_change,1,35.63976959285986
15770,1704068777200000,imbalance_change,1,12.346167574305088
15790,1704068779200000,imbalance_change,-1,18.271053067217295
15811,1704068781300000,imbalance_change,1,78.09181578483874
15836,1704068783800000,signed_liquidity_delta,1,22.887824101156294
15856,1704068785800000,imbalance_change,1,15.947175673760341
15871,1704068787300000,imbalance_change,1,8.804490256714738
15890,1704068789200000,imbalance_change,1,36.04713536364921
15903,1704068790500000,imbalance_change,1,6.70603159589289
15924,1704068792600000,imbalance_change,1,16.970857170819247
15945,1704068794700000,imbalance_change,-1,29.52010933217974
15985,1704068798700000,signed_liquidity_delta,1,15.15074216414403
16006,1704068800800000,signed_liquidity_delta,-1,60.34318799283339
16027,1704068802900000,imbalance_change,1,36.62415873543435
16040,1704068804200000,imbalance_change,-1,35.47905976890426
16070,1704068807200000,imbalance_change,-1,14.381874318597065
16082,1704068808400000,removed_liquidity,-1,9.76527782243511
16110,1704068811200000,imbalance_change,-1,6.9442962000881785
16136,1704068813800000,imbalance_change,1,11.548362461081572
16148,1704068815000000,signed_liquidity_delta,1,6.579545204391566
16186,1704068818800000,signed_liquidity_delta,1,41.424061260662356
16204,1704068820600000,imbalance_change,-1,56.38371521239173
16232,1704068823400000,imbalance_change,-1,32.23922179466707
16248,1704068825000000,imbalance_change,1,71.91016343973698
16264,1704068826600000,imbalance_change,-1,59.124094409534266
16282,1704068828400000,signed_liquidity_delta,1,62.50646191359862
16296,1704068829800000,signed_liquidity_delta,-1,29.805918805084065
16308,1704068831000000,signed_liquidity_delta,1,14.812714312526989
16326,1704068832800000,imbalance_change,-1,9.662699368303912
16379,1704068838100000,signed_liquidity_delta,-1,29.09908587461942
16390,1704068839200000,imbalance_change,1,49.689079406234846
16400,1704068840200000,signed_liquidity_delta,-1,25.99684569936241
16416,1704068841800000,imbalance_change,1,65.66284308358775
16426,1704068842800000,imbalance_change,-1,9.73438660810882
16451,1704068845300000,imbalance_change,-1,47.28543811105928
16479,1704068848100000,imbalance_change,1,17.725168839687054
16497,1704068849900000,imbalance_change,-1,26.589066820547796
16516,1704068851800000,imbalance_change,1,49.72837114335945
16539,1704068854100000,imbalance_change,1,9.009915090637081
16567,1704068856900000,signed_liquidity_delta,-1,17.566493677783715
16596,1704068859800000,imbalance_change,-1,9.25112515371358
16608,1704068861000000,signed_liquidity_delta,-1,7.727692274467348
16621,1704068862300000,imbalance_change,1,8.46192504592719
16633,1704068863500000,imbalance_change,1,8.047090111745241
16655,1704068865700000,signed_liquidity_delta,-1,82.73335997910904
16672,1704068867400000,signed_liquidity_delta,1,32.335911213020246
16693,1704068869500000,signed_liquidity_delta,1,9.614492798076663
16707,1704068870900000,imbalance_change,1,9.950387239843446
16717,1704068871900000,imbalance_change,-1,6.610993210401771
16734,1704068873600000,removed_liquidity,1,6.436098361420912
16751,1704068875300000,imbalance_change,1,31.336152862788204
16762,1704068876400000,signed_liquidity_delta,-1,6.302028511397329
16780,1704068878200000,imbalance_change,1,44.53364964905619
16794,1704068879600000,signed_liquidity_delta,1,17.586837946631036
16814,1704068881600000,imbalance_change,-1,8.948156164231351
16829,1704068883100000,removed_liquidity,-1,12.947306694708296
16849,1704068885100000,imbalance_change,-1,6.147922799372826
16886,1704068888800000,signed_liquidity_delta,1,35.08290915532787
16900,1704068890200000,imbalance_change,1,15.569296971930958
16911,1704068891300000,imbalance_change,-1,6.0877839388139625
16940,1704068894200000,imbalance_change,-1,10.655919309304206
16960,1704068896200000,imbalance_change,1,10.209637800707142
16971,1704068897300000,imbalance_change,-1,17.990892006435352
16998,1704068900000000,imbalance_change,-1,22.24099984899463
17014,1704068901600000,imbalance_change,1,60.97469285927835
17055,1704068905700000,imbalance_change,1,8.793252119947734
17078,1704068908000000,signed_liquidity_delta,1,6.271251284166765
17111,1704068911300000,signed_liquidity_delta,-1,55.40526879004496
17123,1704068912500000,signed_liquidity_delta,-1,6.547203033403516
17135,1704068913700000,signed_liquidity_delta,1,21.365655473041286
17150,1704068915200000,removed_liquidity,-1,8.14515804913667
17204,1704068920600000,imbalance_change,1,16.769243680096235
17218,1704068922000000,imbalance_change,-1,21.418705176686146
17237,1704068923900000,imbalance_change,1,37.57676850123224
17250,1704068925200000,signed_liquidity_delta,-1,10.397486324738976
17270,1704068927200000,signed_liquidity_delta,-1,7.073024135918913
17281,1704068928300000,imbalance_change,-1,16.29708279690443
17309,1704068931100000,imbalance_change,-1,13.010469384184415
17320,1704068932200000,removed_liquidity,-1,7.461334309074148
17347,1704068934900000,imbalance_change,-1,10.404353001960548
17375,1704068937700000,signed_liquidity_delta,1,8.246731954033637
17429,1704068943100000,imbalance_change,1,9.732239472611214
17480,1704068948200000,imbalance_change,1,6.8564010184439645
17509,1704068951100000,removed_liquidity,1,7.38310144695426
17581,1704068958300000,signed_liquidity_delta,1,7.752209726667966
17596,1704068959800000,imbalance_change,1,7.819826696093966
17627,1704068962900000,signed_liquidity_delta,-1,49.62175831029475
17637,1704068963900000,imbalance_change,1,10.317866822747943
17651,1704068965300000,imbalance_change,-1,9.655605618417777
17706,1704068970800000,signed_liquidity_delta,1,41.57220926970439
17723,1704068972500000,imbalance_change,1,9.236648709115853
17737,1704068973900000,imbalance_change,-1,6.920969663555765
17747,1704068974900000,signed_liquidity_delta,-1,6.1074538375498655
17772,1704068977400000,imbalance_change,1,7.165574946310271
17815,1704068981700000,signed_liquidity_delta,1,30.74645000333333
17832,1704068983400000,signed_liquidity_delta,1,6.42409412448126
17851,1704068985300000,signed_liquidity_delta,-1,32.71671419400858
17862,1704068986400000,removed_liquidity,-1,6.553983007215615
